,Title,Organisation,Closing Date,Job Type,Discipline,Location
1594,Notify Me - Symal Graduate Jobs,Symal,,Graduate Jobs,"['Accounting', 'Business and Commerce', 'Engineering Civil Structural', 'Human Resources', 'Marketing and Sales']","['Melbourne', 'Newcastle']"
1595,Notify Me - PEXA Graduate Jobs,PEXA,,Graduate Jobs,"['Computer Science', 'Cyber Security', 'Data Science and Analytics', 'Engineering Software', 'Information Systems', 'Information Technology', 'Mathematics', 'Statistics', 'Telecommunications']",['Melbourne']
1596,Notify Me - Connect2Care Graduate Jobs,Connect2Care,,Graduate Jobs,"['Exercise Physiology', 'Health', 'Health Policy and Administration', 'Medical and Biomedical Science', 'Medicine', 'Nursing and Midwifery', 'Pharmacy and Pharmacology', 'Physio and Occupational Therapy', 'Psychology and Counselling', 'Radiography and Medical Imaging', 'Speech Pathology']","['Adelaide', 'Bendigo', 'Brisbane', 'Burwood', 'Melbourne', 'Melbourne - Bayside and South Eastern Suburbs', 'Melbourne - CBD and Inner Suburbs, AU', 'Melbourne - Eastern Suburbs', 'Melbourne - Northern Suburbs', 'Parramatta', 'Perth', 'South Brisbane', 'Sydney']"
1597,Notify Me - TBH Internships,TBH,,Internships,"['Design and User Experience', 'Engineering', 'Engineering Civil Structural']","['Adelaide', 'Brisbane', 'Canberra', 'Perth', 'Regional South Australia', 'Sydney']"
1598,Notify Me - CPB Contractors Graduate Jobs,CPB Contractors,,Graduate Jobs,"['Architecture', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Environment', 'Health', 'Human Resources']","['Adelaide', 'Brisbane', 'Bundaberg', 'Canberra', 'Darwin', 'Melbourne', 'Perth', 'Queensland', 'Sydney', 'Tasmania', 'Townsville', 'Victoria', 'Wagga Wagga']"
1599,Notify Me - Telstra Graduate Jobs,Telstra,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce', 'Computer Science', 'Economics', 'Engineering', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Software', 'Information Systems', 'Information Technology', 'Marketing and Sales', 'Mathematics']","['Adelaide', 'Albany', 'Albury', 'Alice Springs', 'Armidale', 'Australian Capital Territory', 'Bendigo', 'Brisbane', 'Broome', 'Bunbury', 'Cairns', 'Canberra', 'Cannington', 'Central Queensland', 'Chatswood', 'Colac', 'Darwin', 'Eagle Farm', 'Gawler', 'Geelong', 'Hamilton', 'Hobart', 'Horsham', 'Kalgoorlie', 'Launceston', 'Melbourne', 'Melbourne - Bayside and South Eastern Suburbs', 'Melbourne - CBD and Inner Suburbs, AU', 'Melbourne - Eastern Suburbs', 'Melbourne - Northern Suburbs', 'Melbourne - Western Suburbs', 'Mount Isa', 'New South Wales', 'Northern Territory', 'Pakenham', 'Perth', 'Port Lincoln', 'Port Melbourne', 'Port Pirie', 'Queensland', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Rhodes', 'Richmond', 'Rockingham', 'Sale', 'South Australia', 'Sydney', 'Tasmania', 'Toowoomba', 'Victoria', 'Wangaratta', 'Warrnambool', 'Western Australia', 'Whyalla', 'Williamtown']"
1600,Notify Me - Gilbert + Tobin Graduate Jobs,Gilbert + Tobin,,Graduate Jobs,['Law'],"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1601,Notify Me - The APP Group Graduate Jobs,The APP Group,,Graduate Jobs,"['Architecture', 'Design and User Experience', 'Engineering', 'Engineering Civil Structural']","['Brisbane', 'Canberra', 'Melbourne', 'Perth', 'Sydney']"
1602,Notify Me - Department of the Prime Minister and Cabinet Graduate Jobs,Department of the Prime Minister and Cabinet,,Graduate Jobs,"['Arts and Humanities', 'Business and Commerce', 'Economics', 'Environment', 'Science']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1603,"Notify Me - Department of Infrastructure, Transport, Regional Development, Communications and the Arts Internships","Department of Infrastructure, Transport, Regional Development, Communications and the Arts",,Internships,"['Accounting', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Economics', 'Government', 'Information Systems', 'Logistics and Supply Chain', 'Mathematics', 'Science']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1604,Notify Me - Kimberly-Clark Graduate Jobs,Kimberly-Clark,,Graduate Jobs,"['Business and Commerce', 'Marketing and Sales']",['Sydney']
1605,Notify Me - Ampol Graduate Jobs,Ampol,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Mechanical', 'Health', 'Human Resources', 'Information Technology', 'Marketing and Sales', 'Mining Oil and Gas', 'Science']","['Brisbane', 'Melbourne', 'Sydney']"
1606,Notify Me - Victorian Government Graduate Jobs,Victorian Government,,Graduate Jobs,"['Accounting', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Economics', 'Engineering', 'Government', 'Information Systems', 'Information Technology', 'Law', 'Mathematics', 'Science']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1607,Notify Me - Kroll Internships,Kroll,,Internships,"['Accounting', 'Banking and Finance', 'Business and Commerce']","['Beijing', 'Singapore']"
1608,Notify Me - Ausgrid Internships,Ausgrid,,Internships,"['Engineering', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Engineering Mechatronics']","['New South Wales', 'Newcastle', 'Sydney']"
1609,Notify Me - GradConnection Graduate Jobs,GradConnection,,Graduate Jobs,,"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1610,Notify Me - Gamuda Graduate Jobs,Gamuda,,Graduate Jobs,"['Engineering', 'Engineering Civil Structural', 'Environment']","['Coffs Harbour', 'Melbourne', 'Newcastle', 'North Sydney', 'Parramatta', 'Regional New South Wales', 'Sydney']"
1611,Notify Me - Alstom Graduate Jobs,Alstom,,Graduate Jobs,,['Wellington']
1612,Notify Me - Vocus Graduate Jobs,Vocus,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering Software', 'Information Technology', 'Mathematics']",['Melbourne']
1613,Notify Me - Kraft Heinz Graduate Jobs,Kraft Heinz,,Graduate Jobs,"['Actuarial Studies', 'Administration', 'Aviation', 'Banking and Finance', 'Business and Commerce', 'Compliance', 'Construction', 'Consulting', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Petroleum', 'Fast Moving Consumer Goods', 'Funds Management', 'Insurance', 'Investment Banking', 'Logistics and Supply Chain', 'Management', 'Marketing and Sales', 'Mathematics', 'Operations', 'Procurement', 'Project Management', 'Recruitment', 'Statistics', 'Transport']","['Brisbane', 'Melbourne', 'Melbourne - CBD and Inner Suburbs, AU', 'Sydney']"
1614,Notify Me - BG&E Graduate Jobs,BG&E,,Graduate Jobs,['Engineering Civil Structural'],"['Adelaide', 'Brisbane', 'Melbourne', 'Perth', 'Regional New South Wales', 'Sydney']"
1615,Notify Me - Suncorp Graduate Jobs,Suncorp,,Graduate Jobs,"['Accounting', 'Actuarial Studies', 'Administration', 'Arts and Humanities', 'Banking and Finance', 'Business and Commerce', 'Communications', 'Compliance', 'Computer Science', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Engineering Software', 'Environment', 'Food Technology', 'Funds Management', 'Geology', 'Information Systems', 'Information Technology', 'Insurance', 'Investment Banking', 'Journalism', 'Law', 'Management', 'Mathematics', 'Media and Advertising', 'Medical and Biomedical Science', 'Physics', 'Recruitment', 'Research and Development', 'Science', 'Statistics', 'Telecommunications']","['Adelaide', 'Brisbane', 'Canberra', 'Dalby', 'Darwin', 'Hobart', 'Melbourne', 'Newcastle', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1616,Notify Me - Xero Graduate Jobs,Xero,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Design and User Experience', 'Engineering Software']","['Canberra', 'Melbourne']"
1617,Notify Me - Chartered Accountants Australia and New Zealand Internships,Chartered Accountants Australia and New Zealand,,Internships,"['Accounting', 'Administration', 'Business and Commerce', 'Consulting', 'Management']","['Adelaide', 'Australia', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1618,Notify Me - Clifford Chance Clerkships,Clifford Chance,,Clerkships,['Law'],"['Adelaide', 'Australia', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1619,Notify Me - SG Fleet Group Internships,SG Fleet Group,,Internships,"['Actuarial Studies', 'Administration', 'Banking and Finance', 'Business and Commerce', 'Compliance', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Funds Management', 'Information Technology', 'Insurance', 'Investment Banking', 'Law', 'Management', 'Marketing and Sales', 'Mathematics', 'Recruitment', 'Statistics', 'Telecommunications']","['Regional New South Wales', 'Sydney']"
1620,Notify Me - DXC Technology Graduate Jobs,DXC Technology,,Graduate Jobs,,"['Auckland', 'Christchurch', 'Wellington']"
1621,Notify Me - Victorian Auditor-General's Office Internships,Victorian Auditor-General's Office,,Internships,"['Accounting', 'Arts and Humanities', 'Business and Commerce']","['Adelaide', 'Australia', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'New South Wales', 'Northern Territory', 'Perth', 'Queensland', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney', 'Tasmania', 'Victoria']"
1622,Notify Me - White & Case Clerkships,White & Case,,Clerkships,['Law'],"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1623,Notify Me - AECOM Internships,AECOM,,Internships,"['Administration', 'Computer Science', 'Construction', 'Consulting', 'Cyber Security', 'Data Science and Analytics', 'Design and User Experience', 'Economics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Chemical Processing', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Industrial Design', 'Management', 'Project Management', 'Recruitment', 'Telecommunications']","['Adelaide', 'Australia', 'Brisbane', 'Cairns', 'Canberra', 'Darwin', 'Gold Coast', 'Hong Kong', 'Mackay', 'Maroochydore', 'Melbourne', 'Newcastle', 'North Sydney', 'Perth', 'Regional Queensland', 'Rockhampton', 'Sydney', 'Townsville']"
1624,Notify Me - Tata Consultancy Services Internships,Tata Consultancy Services,,Internships,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Software', 'Human Resources', 'Information Systems', 'Information Technology', 'Marketing and Sales']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'North Sydney', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1625,Notify Me - Bloomberg Graduate Jobs,Bloomberg,,Graduate Jobs,"['Banking and Finance', 'Business and Commerce', 'Economics']","['Melbourne', 'Sydney']"
1626,Notify Me - Kmart Graduate Jobs,Kmart,,Graduate Jobs,"['Business and Commerce', 'Computer Science', 'Engineering', 'Engineering Software', 'Information Systems', 'Information Technology', 'Logistics and Supply Chain', 'Mathematics']",['Melbourne']
1627,Notify Me - Fulton Hogan Graduate Jobs,Fulton Hogan,,Graduate Jobs,"['Accounting', 'Arts and Humanities', 'Engineering Civil Structural', 'Engineering Electrical', 'Engineering Mechanical', 'Human Resources', 'Planning and Surveying']","['Adelaide', 'Brisbane', 'Melbourne', 'Perth', 'South Brisbane', 'Sydney']"
1628,Notify Me - Newmont Internships,Newmont,,Internships,"['Computer Science', 'Engineering', 'Engineering Chemical Processing', 'Engineering Electrical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Mechanical', 'Engineering Mechatronics', 'Engineering Petroleum', 'Engineering Software', 'Environment', 'Information Systems', 'Information Technology', 'Mathematics', 'Mining Oil and Gas', 'Science', 'Statistics']","['Darwin', 'Melbourne', 'Orange', 'Perth', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Western Australia']"
1629,Notify Me - HLB Mann Judd Graduate Jobs,HLB Mann Judd,,Graduate Jobs,"['Accounting', 'Banking and Finance', 'Business and Commerce']","['Brisbane', 'Melbourne', 'Perth', 'Sydney']"
1630,Notify Me - Unilever Internships,Unilever,,Internships,"['Arts and Humanities', 'Business and Commerce', 'Human Resources', 'Marketing and Sales', 'Retail']","['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney']"
1631,Notify Me - Primero Graduate Jobs,Primero,,Graduate Jobs,,"['Adelaide', 'Brisbane', 'Canberra', 'Darwin', 'Hobart', 'Melbourne', 'Perth', 'Regional ACT', 'Regional New South Wales', 'Regional Northern Territory', 'Regional Queensland', 'Regional South Australia', 'Regional Tasmania', 'Regional Victoria', 'Regional Western Australia', 'Sydney', 'Western Australia']"
1632,Notify Me - Chevron Australia Internships,Chevron Australia,,Internships,"['Construction', 'Cyber Security', 'Data Science and Analytics', 'Engineering', 'Engineering Aerospace Aeronautical', 'Engineering Environmental', 'Engineering Geotechnical', 'Engineering Petroleum', 'Environment', 'Food Technology', 'Geology', 'Information Technology', 'Marine Biology', 'Medical and Biomedical Science', 'Physics', 'Project Management', 'Research and Development', 'Science', 'Telecommunications']","['Perth', 'Regional Western Australia']"
